transaction_id,transaction_date,transaction_time,entity,transaction_type,transaction_user,type,serviceunit,amount,balance,reconciled,period,comment
1104[56].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.079850,job,acquired,zgqi,debit,cpu_hrs,24.0,99983171.0,yes,my2024,
1104[57].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.100647,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[57].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.100647,job,acquired,zgqi,debit,cpu_hrs,24.0,99983147.0,yes,my2024,
1104[58].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.120724,job,acquired,zgqi,debit,cpu_hrs,24.0,99983123.0,yes,my2024,
1104[58].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.120724,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[59].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.140394,job,acquired,zgqi,debit,cpu_hrs,24.0,99983099.0,yes,my2024,
1104[59].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.140394,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[60].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.159943,job,acquired,zgqi,debit,cpu_hrs,24.0,99983075.0,yes,my2024,
1104[60].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.159943,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[61].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.180883,job,acquired,zgqi,debit,cpu_hrs,24.0,99983051.0,yes,my2024,
1104[61].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.180883,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[62].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.200693,job,acquired,zgqi,debit,cpu_hrs,24.0,99983027.0,yes,my2024,
1104[62].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.200693,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[63].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.220439,job,acquired,zgqi,debit,cpu_hrs,24.0,99983003.0,yes,my2024,
1104[63].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.220439,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[64].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.239909,job,acquired,zgqi,debit,cpu_hrs,24.0,99982979.0,yes,my2024,
1104[64].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.239909,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[65].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.259720,job,acquired,zgqi,debit,cpu_hrs,24.0,99982955.0,yes,my2024,
1104[65].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.259720,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[66].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.280232,job,acquired,zgqi,debit,cpu_hrs,24.0,99982931.0,yes,my2024,
1104[66].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.280232,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[67].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.300451,job,acquired,zgqi,debit,gpu_hrs,0.0,99999874.0,yes,my2024,
1104[67].beehoon2-pbs.mbi.nus.edu.sg,2020-09-24,08:40:16.300451,job,acquired,zgqi,debit,cpu_hrs,24.0,99982907.0,yes,my2024,
